package,latest_version,keywords,publish_time,description,creation_date,number_of_versions,download_count
@wordpress/server-side-render,5.12.0,"['wordpress', 'gutenberg', 'server-side', 'render']",1731751932,The component used with WordPress to server-side render a preview of dynamic blocks to display in the editor.,2019-06-12T17:02:25.478Z,269,2130018
@applitools/dom-snapshot,4.11.10,[],1731561303,,2019-01-07T13:48:50.585Z,185,13218556
quasar,2.17.3,"['vuejs', 'vue', 'quasar', 'js', 'phone', 'tablet', 'desktop', 'spa', 'pwa', 'website', 'electron']",1731731973,"Build high-performance VueJS user interfaces (SPA, PWA, SSR, Mobile and Desktop) in record time",2013-06-19T10:55:21.372Z,397,6518101
html-pdf,3.0.1,"['html', 'pdf', 'phantom', 'phantomjs', 'nodejs']",1620347501,HTML to PDF converter that uses phantomjs,2014-04-18T16:14:07.782Z,23,7325486
resolve-alpn,1.2.1,"['alpn', 'tls', 'socket', 'http2']",1630282356,Detects the ALPN protocol,2018-12-23T15:16:19.999Z,7,439963053
stats-gl,3.6.0,[],1731204378,[![Version](https://img.shields.io/npm/v/stats-gl?style=flat&colorA=000000&colorB=000000)](https://www.npmjs.com/package/stats-gl) [![Version](https://img.shields.io/npm/dw/stats-gl?style=flat&colorA=000000&colorB=000000)](https://www.npmjs.com/package/st,2023-07-18T12:09:32.374Z,36,7057689
request-oauth,1.0.1,"['request', 'compose', 'http', 'oauth', 'client']",1611458204,OAuth 1.0a support for request-compose,2018-03-11T15:04:24.372Z,5,8996219
@rc-component/portal,1.1.2,"['react', 'react-component', 'react-portal']",1689735999,React Portal Component,2022-09-26T14:44:29.189Z,17,51718921
generate-object-property,2.0.0,[],1725346984,Generate safe JS code that can used to reference a object property,2014-05-16T00:24:21.774Z,5,48705899
@types/backbone,1.4.22,[],1727461733,TypeScript definitions for backbone,2016-05-17T04:29:38.082Z,51,9596772
@storybook/csf,0.1.11,"['storybook', 'component story format', 'csf', 'stories']",1719886193,Component Story Format (CSF) utilities,2019-12-09T06:56:42.118Z,161,526615316
@swup/scroll-plugin,3.3.2,[],1707109009,A swup plugin for customizable smooth scrolling,2019-05-01T15:37:16.143Z,26,137479
get-pkg-repo,5.0.0,['repository-url'],1631124866,Get repository user and project information from package.json file contents.,2015-02-26T07:37:16.582Z,26,102452042
next-basics,0.39.0,[],1701467247,Everyday utilities for Next.js,2022-08-26T22:22:02.845Z,38,60504
@lerna/command,6.4.1,"['lerna', 'core']",1673523496,Lerna's internal base class for commands,2018-03-07T02:14:54.649Z,98,26512560
moment-jalaali,0.10.4,"['jalaali', 'jalali', 'persian', 'khorshidi', 'shamsi', 'date', 'calendar', 'conversion', 'convert']",1731123059,"Jalaali (Jalali, Persian, Khorshidi, Shamsi) calendar system plugin for moment.js.",2013-08-25T13:05:54.178Z,43,872288
is-negative-zero,2.0.3,"['is', 'negative', 'zero', 'negative zero', 'number', 'positive', '0', '-0']",1708344526,Is this value negative zero? === will lie to you,2014-01-20T07:28:03.828Z,8,1511615740
styled-icons,10.47.1,"['styled-components', 'icons', 'font-awesome', 'feather-icons', 'material-ui', 'material', 'octicons', 'boxicons', 'svg']",1712303605,"Icons from packs like Font Awesome, Material, Octicons, Feather, Icomoon, and Boxicons available as Styled Components",2018-04-17T15:07:01.422Z,146,1112173
@types/needle,3.3.0,[],1702659039,TypeScript definitions for needle,2016-05-17T18:24:29.646Z,40,5839845
react-split,2.0.14,[],1641485202,React component for Split.js,2015-12-10T15:20:59.975Z,16,3062463
@daybrush/utils,1.13.0,"['daybrush', 'utils', 'dom', 'css', 'color', 'rgba', 'hsla', 'splitSpace', 'splitQuoto', 'splitComma', 'splitBracket', 'camelize', 'decamelize', 'now', 'requestAnimationFrame', 'cancelAnimationFrame', 'transform', 'filter', 'animation', 'crossbrowser', 'rgb', 'hsl', 'isUndefined', 'isFunction', 'isString', 'isNumber', 'dot', 'find', 'findIndx']",1685855272,utils for daybrush,2018-10-22T16:44:30.047Z,59,4405678
@cypress/react,8.0.2,"['react', 'cypress', 'cypress-io', 'test', 'testing']",1717750671,Test React components using Cypress,2020-10-14T15:12:44.332Z,57,4970856
hast-util-has-property,3.0.0,"['unist', 'hast', 'hast-util', 'util', 'utility', 'html', 'element', 'property', 'check']",1690851494,hast utility to check if a node has a property,2016-04-15T15:59:57.571Z,8,24658998
tui-editor,1.4.10,"['toast', 'ui', 'tui', 'markdown', 'wysiwyg', 'editor', 'preview', 'gfm', 'jquery-plugin']",1576104195,GFM  Markdown Wysiwyg Editor - Productive and Extensible,2017-12-30T03:33:55.080Z,38,167730
xpath.js,1.1.0,"['xpath', 'xml']",1515018777,Xpath pure javascript implementation for node.js,2012-06-28T12:36:13.159Z,9,17085328
video.js,8.19.1,"['dash', 'hls', 'html5', 'player', 'video', 'videojs']",1728544211,An HTML5 video player that supports HLS and DASH with a common API and skin.,2013-08-21T21:47:12.417Z,481,25703362
fastdom,1.0.12,[],1708387423,Eliminates layout thrashing by batching DOM read/write operations,2013-09-10T15:24:42.447Z,27,2462721
react-helmet,6.1.0,"['react-helmet', 'nfl', 'react', 'document', 'head', 'title', 'meta', 'link', 'script', 'base', 'noscript', 'style']",1591563547,A document head manager for React,2015-06-18T00:14:28.095Z,41,91619121
warehouse,5.0.1,"['database', 'json', 'db']",1705179966,Simple JSON-based database,2013-02-17T02:11:35.074Z,46,792489
ethers,6.13.4,"['ethereum', 'ethers', 'ethersjs']",1728672620,"A complete and compact Ethereum library, for dapps, wallets and any other tools.",2017-04-05T21:07:32.134Z,321,59773286
lz-ts,1.1.2,"['lz', 'compression', 'string', 'typescript', 'browser', 'Node.js', 'UTF16', 'URI']",1647017268,"LZ-based compression algorithm for TypeScript projects (Browser, Node.js)",2022-03-12T00:03:30.479Z,4,73613
@orchidjs/sifter,1.1.0,"['search', 'filter', 'sift', 'data', 'results', 'match', 'sort', 'autocomplete']",1731602134,A library for textually searching arrays and hashes of objects by property (or multiple properties). Designed specifically for autocomplete.,2021-04-23T15:15:58.127Z,19,3909724
icss-utils,5.1.0,"['css', 'modules', 'icss', 'postcss']",1605774191,ICSS utils for postcss ast,2017-05-24T17:56:39.955Z,10,854563099
@ant-design/react-slick,1.1.2,"['slick', 'carousel', 'Image slider', 'orbit', 'slider', 'react-component']",1711936874, React port of slick carousel,2019-12-25T07:38:53.373Z,26,56021872
nodebb-plugin-2factor,7.5.6,"['nodebb', 'plugin', 'authentication', '2factor']",1728028619,"In addition to regular authentication via username/password or SSO, a second layer of security can be configured, permitting access only if:",2015-07-28T02:54:06.009Z,105,77159
css-minimizer-webpack-plugin,7.0.0,"['cssnano', 'css', 'csso', 'clean-css', 'swc', 'esbuild', 'webpack', 'webpack-plugin', 'minimize', 'minimizer', 'minify', 'minifier', 'optimize', 'optimizer']",1715057173,CSS minimizer (minifier) plugin for Webpack,2020-08-01T16:35:00.239Z,32,286222614
accessory,1.1.0,"['dot', 'path', 'property', 'accessor', 'bracket', 'js']",1437119845,Create property accessor/caller statements for dot paths,2015-07-13T19:02:09.189Z,3,1232655
@swagger-api/apidom-ns-workflows-1,1.0.0-alpha.10,[],1729489950,Workflows Specification 1.0.0 namespace for ApiDOM.,2023-12-05T15:20:51.206Z,27,11953655
@compiled/react,0.18.1,"['compiled', 'css-in-js', 'styled-components', 'typescript']",1727730821,A familiar and performant compile time CSS-in-JS library for React.,2020-11-17T04:25:44.983Z,143,1345171
@verdaccio/ui-theme,3.4.1,"['verdaccio', 'verdaccio-plugin', 'verdaccio-theme']",1640322006,Verdaccio User Interface,2019-03-12T07:11:30.811Z,141,8581256
@llamaindex/cloud,2.0.10,[],1731608926,"> LlamaCloud is a new generation of managed parsing, ingestion, and retrieval services, designed to bring production-grade context-augmentation to your LLM and RAG applications.",2024-02-20T23:55:34.950Z,48,542294
@reactioncommerce/api-plugin-settings,1.0.7,[],1640017629,Settings plugin for the Reaction API,2020-04-15T23:24:25.792Z,8,3732
systemjs,6.15.1,[],1714226476,Dynamic ES module loader,2014-02-02T12:35:37.135Z,236,21899546
raf-schd,4.0.3,"['performance', 'raf', 'requestAnimationFrame', 'cancelAnimationFrame']",1618253276,A scheduler based on requestAnimationFrame,2017-07-12T23:52:41.401Z,13,100047061
unixify,1.0.0,"['backslash', 'directory', 'file', 'filepath', 'fix', 'forward', 'fp', 'fs', 'normalize', 'path', 'slash', 'slashes', 'trailing', 'unix', 'unixify', 'urix', 'windows']",1492188258,Convert Windows file paths to unix paths.,2014-12-23T00:05:18.843Z,3,169946429
thenify-all,1.6.0,"['promisify', 'promise', 'thenify', 'then', 'es6']",1420881864,Promisifies all the selected functions in an object,2014-12-17T06:35:41.052Z,9,613964401
reselect,5.1.1,"['react', 'redux']",1717251366,Selectors for Redux.,2015-07-01T11:58:54.446Z,53,377264604
vite-plugin-pwa,0.21.0,"['react', 'pwa', 'vue', 'vitepress', 'preact', 'svelte', 'sveltekit', 'workbox', 'solidjs', 'vite', 'vite-plugin']",1731464747,Zero-config PWA for Vite,2020-08-20T05:05:18.321Z,126,14825293
@commitlint/to-lines,19.5.0,"['conventional-changelog', 'commitlint', 'library', 'core']",1726013590,Lint your commit messages,2017-12-26T19:00:48.096Z,52,144107012
@nolyfill/is-weakref,1.0.29,[],1707712400,,2023-08-20T15:21:02.519Z,15,86711
primer-marketing,7.0.0,[],1548432090,Primer marketing packages,2016-11-23T20:03:46.523Z,866,118769
clone,2.1.2,[],1521637630,deep cloning of objects and arrays,2011-09-03T01:49:48.705Z,38,1599822125
semver-truncate,3.0.0,"['semver', 'version', 'semantic', 'truncate', 'shorten', 'simplify']",1619572879,Truncate a semver version: `1.2.3` → `1.2.0`,2014-10-07T16:42:10.585Z,6,91737662
tailwind-capitalize-first-letter,1.0.4,"['create-tailwind-plugin', 'tailwind-css-plugin', 'tailwindcss', 'plugin']",1643795784,tailwind utility to capitalize only first letter of string,2021-08-05T10:57:13.912Z,5,44237
solid-use,0.9.0,"['pridepack', 'solid-js', 'use', 'hooks']",1725267745,A collection of SolidJS utilities,2021-08-17T12:50:45.776Z,19,458917
@eslint/plugin-kit,0.2.3,"['eslint', 'eslintplugin', 'eslint-plugin']",1731574008,Utilities for building ESLint plugins.,2024-08-27T13:59:03.959Z,5,30830437
react-perfect-scrollbar,1.5.8,"['react', 'scrollbar', 'perfect-scrollbar', 'react-scrollbar']",1581034994,A react wrapper for perfect-scrollbar,2015-05-09T17:57:18.901Z,37,8499749
safe-identifier,0.4.2,"['es3', 'es5', 'esnext', 'reserved', 'words', 'code', 'generation', 'identifier', 'property']",1596929015,Sanitize strings for use as JavaScript identifiers & property names,2019-04-22T15:09:58.569Z,7,56322541
@pnpm/dedupe.types,2.0.0,['pnpm9'],1712647178,Types for the pnpm dedupe command,2023-04-16T21:21:01.060Z,3,3360019
robot3,1.0.0,['Finite State Machine'],1731222769,"A functional, immutable Finite State Machine library",2019-09-12T11:07:31.172Z,27,728661
suf-log,2.5.3,['logger'],1604992284,"<span id=""BADGE_GENERATION_MARKER_0""></span> [![circleci](https://img.shields.io/circleci/build/github/TheRealSyler/suf-log)](https://app.circleci.com/github/TheRealSyler/suf-log/pipelines) [![Custom](https://codecov.io/gh/TheRealSyler/suf-log/branch/mast",2020-11-05T18:46:14.943Z,8,6014050
@medusajs/pricing,2.0.4,[],1731373996,Medusa Pricing module,2023-08-30T15:08:12.817Z,1818,384364
@smithy/types,3.7.1,[],1731587750,[![NPM version](https://img.shields.io/npm/v/@smithy/types/latest.svg)](https://www.npmjs.com/package/@smithy/types) [![NPM downloads](https://img.shields.io/npm/dm/@smithy/types.svg)](https://www.npmjs.com/package/@smithy/types),2023-04-27T17:22:03.321Z,39,1313646755
@graphql-mesh/cli,0.97.2,[],1731652603,,2020-02-02T19:32:23.533Z,4643,2009206
node-version-compare,1.0.3,"['semver', 'version', 'compare']",1597203381,a node module to compare semver version,2015-11-26T06:51:02.727Z,4,916860
fd-slicer,1.1.0,"['createReadStream', 'createWriteStream']",1528039702,safely create multiple ReadStream or WriteStream objects from the same file descriptor,2014-08-05T17:50:11.296Z,12,783624921
normalize-wheel-es,1.2.0,"['mouse wheel', 'normalization', 'browser', 'esm']",1658166156,Mouse wheel normalization across multiple multiple browsers.,2021-09-12T19:43:41.921Z,8,6850903
@docsearch/react,3.8.0,[],1731413864,"React package for DocSearch, the best search experience for docs.",2020-05-15T14:23:46.177Z,52,24283747
array-timsort,1.0.3,"['fast sort', 'array soft', 'sort', 'compare', 'TimSort', 'algorithm', 'python', 'performance']",1601538196,Fast JavaScript array sorting by implementing Python's Timsort algorithm,2020-10-01T15:33:58.152Z,4,113076932
buffer-to-vinyl,1.1.0,[],1445315373,Create a vinyl file or stream from a buffer,2015-02-04T19:57:40.792Z,3,5206988
bezier-easing,2.1.0,"['cubic-bezier', 'bezier', 'easing', 'interpolation', 'animation', 'timing', 'timing-function']",1528238570,BezierEasing provides Cubic Bezier Curve easing which generalizes easing functions exactly like in CSS Transitions.,2013-12-18T17:07:26.067Z,21,24102720
stylelint-config-css-modules,4.4.0,"['stylelint', 'stylelint-config', 'css-modules']",1703054285,CSS modules shareable config for stylelint,2016-09-12T17:01:44.906Z,18,14886922
esbuild-netbsd-64,0.15.18,[],1670176540,"The NetBSD AMD64 binary for esbuild, a JavaScript bundler.",2021-10-13T14:11:04.848Z,85,55738921
eslint-plugin-regex,1.10.0,"['eslint-plugin-regex', 'eslint', 'regex-rule', 'regex', 'regexp', 'eslint-regex', 'eslint-rule', 'eslint-regex-rule', 'rule', 'expression', 'regular-expression', 'eslint-regular-expression', 'eslint-regular-expression-rule', 'eslintrule', 'regular-expression-rule', 'eslintplugin', 'eslint-plugin', 'plugin', 'coding style', 'coding standards', 'code checker', 'code linter', 'code quality', 'code standards', 'code style', 'syntax', 'lint', 'linter', 'jshint', 'js-hint', 'jslint', 'js-lint', 'js lint', 'js quality', 'js rules', 'js rules', 'js standards', 'js style', 'style guide', 'style checker', 'style linter', 'standard', 'standard style', 'style']",1660551084,ESLint rules using Regular Expression,2020-02-08T00:12:13.358Z,22,3891225
lodash.frompairs,4.0.1,"['lodash', 'lodash-modularized', 'stdlib', 'util', 'frompairs']",1453769363,The lodash method `_.fromPairs` exported as a module.,2016-01-13T11:02:17.401Z,2,8690878
react-laag,2.0.5,[],1673660333,,2019-10-07T10:07:58.126Z,26,6706060
@storybook/ui,6.5.16,['storybook'],1674703992,Core Storybook UI,2017-05-17T19:58:45.639Z,1135,96683764
@babel/plugin-transform-class-static-block,7.26.0,['babel-plugin'],1729834209,Transform class static blocks,2023-05-26T13:45:50.498Z,28,744115684
buffer-alloc-unsafe,1.1.0,"['allocUnsafe', 'allocate', 'buffer allocUnsafe', 'buffer unsafe allocate', 'buffer', 'ponyfill', 'unsafe allocate']",1527607120,A [ponyfill](https://ponyfill.com) for `Buffer.allocUnsafe`.,2016-08-18T19:53:51.482Z,4,229000614
pino-http,10.3.0,[],1725318689,High-speed HTTP logger for Node.js,2016-04-20T19:58:55.012Z,80,48590258
@storybook/addon-coverage,1.0.4,"['storybook-addons', 'coverage', 'test', 'testing', 'test-runner', 'storybook-addons']",1716526476,Tools to support code coverage in Storybook,2022-06-15T14:59:19.000Z,34,6671453
@solid-primitives/event-listener,2.3.3,"['event', 'listener', 'solid', 'primitives']",1709640241,SolidJS Primitives to manage creating event listeners.,2021-07-17T13:24:40.228Z,40,1196803
remark-lint-no-undefined-references,5.0.0,"['definition', 'lint', 'reference', 'remark', 'remark-lint', 'remark-lint-rule', 'rule']",1712653167,remark-lint rule to warn when references to undefined definitions are found,2017-02-23T17:31:03.762Z,17,5534674
netlify-cms-widget-map,1.5.1,"['netlify', 'netlify-cms', 'widget', 'spatial', 'map']",1638940663,Widget for editing spatial data in Netlify CMS.,2019-02-08T20:57:40.514Z,22,378731
hast-util-from-html,2.0.3,"['unist', 'hast', 'hast-util', 'util', 'utility', 'html', 'parse', 'tokenize']",1726542650,hast utility to parse from HTML,2022-05-29T11:11:11.942Z,7,27048591
codegen.macro,4.1.0,"['babel-plugin-macros', 'babel-macros']",1610382849,Generate code at build-time with babel-macros,2017-08-14T18:34:28.565Z,5,96001
passport-cas,0.1.1,"['passport', 'auth', 'cas']",1488654667,Cas authentication strategies for Passport.,2014-01-09T03:12:38.156Z,4,59254
extendable-error,0.1.7,[],1594800997,A simple extendable error class that extends Error.,2015-12-30T16:28:53.913Z,8,36335442
@google-cloud/paginator,5.0.2,[],1716450316,A result paging utility used by Google node.js modules,2018-07-24T21:38:47.603Z,24,260495601
@types/bcrypt,5.0.2,[],1699285724,TypeScript definitions for bcrypt,2016-05-17T04:30:51.818Z,19,40567741
vscode-languageserver-protocol,3.17.5,[],1695696633,VSCode Language Server Protocol implementation,2017-08-21T13:42:49.328Z,130,111127851
benny,3.7.1,"['benchmark', 'benchmarking', 'simple', 'framework', 'async', 'asynchronous', 'async setup', 'await', 'promise', 'save', 'performance', 'perf', 'test', 'testing', 'functional', 'fp', 'typed', 'ts', 'typescript', 'async', 'promise', 'statistics', 'statistical', 'execution time', 'time', 'hrtime', 'setup']",1634890465,A dead simple benchmarking framework,2019-09-27T01:12:10.071Z,40,1055976
auto-bind,5.0.1,"['auto', 'bind', 'class', 'methods', 'method', 'automatically', 'prototype', 'instance', 'function', 'this', 'self', 'react', 'component']",1634507657,Automatically bind methods to their class instance,2016-08-09T19:47:29.798Z,12,165664067
@stoplight/ordered-object-literal,1.0.5,"['object', 'object-literal', 'iteration']",1701167387,Object literal maintaining its properties in the order they were added,2020-04-16T23:41:07.497Z,6,31515946
string-argv,0.3.2,['argv'],1682931176,string-argv parses a string into an argument array to mimic process.argv. This is useful when testing Command Line Utilities that you want to pass arguments to.,2014-02-04T09:45:57.903Z,10,573922679
